"subjid","alpha11","alpha12","theta11","theta12","beta11","beta12","tau"
9061,0.718014806158127,0.998133229189758,0.73534523146167,0.549506666321536,1.29766065159782,1.19978275934553,0.972584547642368
9031,0.347375638786442,0.631665722198911,0.385013456368854,1.17470922969734,1.67187811888624,0.976824481463508,1.42802798838748
909,0.533525106704464,1.30601096174396,0.407766576687562,1.061313092215,1.10858323946745,0.841120660755608,1.74932681035213
916,0.409519503977132,0.441554165843766,0.743597781907336,0.840226094804187,1.2054462745731,1.18275397493746,2.05076565320889
913,1.06055060718261,1.12233279763329,0.761771825403308,0.873550499974543,0.838717208575484,0.844456092767509,12.9434699282536
920,0.433927337199605,1.20250392202445,0.744073786142065,-0.0881808624072572,2.56480281620911,1.86538856383584,2.1757141745059
917,0.805269072961869,1.52210660890255,0.474573932395278,0.786066460747441,1.09436716642497,0.799074054492552,1.05223159174548
904,0.823782110897397,1.49929293875692,0.577049059625861,0.895718079391061,1.01338200760206,1.04426687731545,2.62432543813013
924,0.431479628921582,2.80761839237493,0.670492016776262,-0.0778772900244871,1.79957418257417,1.54607924481791,1.51046650767442
921,0.347464362418638,2.19036883319273,0.65085270962741,0.0439621125953091,2.57928183294395,1.47925999792052,0.670431758429395
928,1.59303821190117,1.62191078561241,0.664247582256572,0.341942033701883,2.20984358792726,2.21731011949014,2.74476183924867
925,0.534201475249546,0.583377664186728,0.701590357126804,0.887976813845481,1.00316028184353,0.954961645475275,2.64493434761798
932,0.412781517724213,0.752916274071025,0.750186825146443,1.11003892189326,2.272621125534,2.23522045637907,3.26968984965034
929,1.2931122701131,1.20002002207395,0.64091426723956,0.561664472682024,0.726314942937977,0.758859224431997,1.4476954298726
933,1.24597783211641,1.77558534220005,0.579647831919719,-0.0331141773315585,1.01187933517625,1.00139878771508,0.578370661623627
937,1.56404195205929,1.18650735072996,0.684668901721717,0.220384724112539,1.06474644942804,0.953006695836881,1.10345193181674
901,0.496400949754052,0.725054893785876,0.688997977371426,0.739648400859172,1.18145446374561,0.983251389059809,0.885847289111243
936,0.729181017587884,1.24776275118204,0.642125236994817,0.564354126099731,1.94961399191853,1.90712590057186,0.716998129445942
908,0.978846227598698,2.20191388417548,0.465387320933768,-0.535909303453931,1.44012077065534,0.958388280843239,0.597513717003798
905,1.05176254553008,1.34550065825231,0.751304823732679,0.440418527792246,1.16401774499719,0.761073759968031,2.43805278495095
912,0.376139454919359,1.48344818528189,0.674743792691318,0.524856241891291,2.32835826218068,1.74101713063798,0.628404504455882
915,0.661034065957636,0.714848998518223,0.56695402059776,-0.217619327203903,0.487500843607377,1.45859873022414,1.71283566017164
910,0.530804560715953,0.636056989322518,0.715631104010846,0.891927934532434,0.957532693470511,0.954042236651089,3.07917055392181
914,0.447191085193459,0.913127586528098,0.647956486312473,0.960914943395617,1.66502516775,1.2835935078509,1.62952038614688
923,0.6285490175549,0.999954127589677,0.784355795246253,-0.0742550114942457,1.96690360444335,0.925416706024015,0.379828230458176
918,0.833790242970315,1.74781288768188,0.64264370521048,0.0654484288127357,1.43524943164802,1.11496301332334,0.676416379148452
922,0.494858799260676,2.22534877569848,0.708082075873858,-0.041728485580593,1.9938616131479,1.52342940583173,1.1594352008526
919,1.56852318002538,3.01302012907011,0.428374126656937,0.368883320850208,0.762523524204595,0.99785977584409,1.2863454732219
931,0.432918909718684,1.39693576773805,0.725767757241716,-0.237450738941297,2.36166278826664,1.14415666533349,2.53496327372264
926,2.27745226145221,1.89644847352442,0.475272399449315,0.433988206746914,1.06997841301716,1.07147338912887,2.1957943393193
930,0.717622972935049,1.10920406808138,0.650977383995375,0.84374908528853,1.74136468572165,1.98058411869642,1.70039553174937
907,3.00496394788285,1.52053245793127,0.477864402329006,0.460715670097219,1.06798199570726,0.769525615192121,2.36012343282229
927,1.26912301722454,1.34650111748973,0.664733849339944,0.74340691953355,1.03524784272497,1.03824887878263,4.16859752590936
939,1.84504775802748,1.67374946017182,0.408162921306128,0.603031333491861,0.859840913677225,0.814613648776469,0.797310923411732
935,0.560367745917717,3.09976218800413,0.25687307312676,0.536242611781745,2.4119869095752,1.48258543511148,0.867688508845283
934,2.45584946710173,3.20081243249285,0.102782625095612,0.606490932744193,1.13417289897748,0.496181804761312,2.3703149282617
938,1.06162486920842,1.16690293012091,0.81130232501381,0.532389814160553,0.878753464774901,0.888850520018705,4.86114373499391
902,1.25397676319954,0.801767238212694,0.0108859317624406,0.442083932588804,1.33002324546784,1.49308952492266,0.188626993065931
906,2.76380237323881,2.54326641318556,0.508715817987486,0.358776789337542,0.909392445555499,0.921308344668491,5.92819077228878
903,0.95167365019709,0.971067032726452,0.701675655378182,0.619863304788328,1.20362815630566,1.03545228481387,1.27143995276457
